PRODUCTO,AÑO,MES,TIPOCOMPRA,HOSPITAL,TGL,CANTIDADCOMPRA
APÓSITO TRANSPARENTE ADHESIVO-24,2018,7,Compra menor,0,ALMACENABLE,1200
APÓSITO ABSORBENTE C/ ADHESIVO-23,2018,7,Concurso,0,ALMACENABLE,480
APOSITO DE HIDROCOLOIDE C/ PLATA-2,2018,7,Compra menor,0,TRANSITO,50
APOSITO DE HIDROCOLOIDE C/ PLATA-2,2018,7,Compra menor,0,TRANSITO,50
APOSITO MALLADO C/ PARAFINA-38,2018,7,Concurso,0,ALMACENABLE,100
APOSITO DE HIDROCOLOIDE-9,2018,7,Compra menor,0,ALMACENABLE,1008
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,2018,7,Compra menor,0,ALMACENABLE,50
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2018,7,Compra menor,10,TRANSITO,10
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2019,7,Compra menor,18,TRANSITO,5
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2019,7,Compra menor,10,ALMACENABLE,130
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,2019,7,Compra menor,0,ALMACENABLE,80
APÓSITO TRANSPARENTE ADHESIVO-24,2019,7,Compra menor,0,ALMACENABLE,1200
HIDROGEL-37,2019,7,Compra menor,10,ALMACENABLE,375
HIDROGEL-37,2019,7,Compra menor,0,ALMACENABLE,100
APOSITO DE HIDROCOLOIDE-6,2019,7,Concurso,10,ALMACENABLE,680
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2019,7,Compra menor,0,ALMACENABLE,120
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2019,7,Compra menor,10,ALMACENABLE,130
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2019,7,Compra menor,13,ALMACENABLE,740
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,2019,7,Compra menor,0,ALMACENABLE,80
APÓSITO ABSORBENTE C/ ADHESIVO-22,2020,7,Concurso,18,ALMACENABLE,3200
APOSITO DE HIDROCOLOIDE-3,2020,7,Concurso,10,ALMACENABLE,250
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,2020,7,Compra menor,11,TRANSITO,5
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,2020,7,Compra menor,11,TRANSITO,20
APOSITO DE ESPUMA POLIURETANO-8,2020,7,Compra menor,10,ALMACENABLE,200
APOSITO MALLADO C/ PARAFINA-38,2020,7,Compra menor,13,ALMACENABLE,500
APOSITO DE HIDROCOLOIDE-6,2020,7,Concurso,10,ALMACENABLE,610
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2015,8,Compra menor,4,ALMACENABLE,30
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2015,8,Compra menor,18,ALMACENABLE,20
APOSITO MALLADO C/ PARAFINA-38,2015,8,Compra menor,6,ALMACENABLE,330
APOSITO DE HIDROCOLOIDE-9,2015,8,Compra menor,0,ALMACENABLE,1002
APOSITO C/ CARBON Y PLATA-4,2015,8,Compra menor,18,ALMACENABLE,250
APOSITO C/ CARBON Y PLATA-6,2016,8,Concurso,10,ALMACENABLE,300
APOSITO DE HIDROCOLOIDE-7,2016,8,Concurso,10,ALMACENABLE,70
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2017,8,Compra menor,18,TRANSITO,10
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2017,8,Concurso,13,ALMACENABLE,600
HIDROGEL-37,2017,8,Compra menor,4,ALMACENABLE,60
APOSITO DE ESPUMA POLIURETANO-8,2017,8,Concurso,4,ALMACENABLE,120
APOSITO DE HIDROCOLOIDE-9,2017,8,Compra menor,4,ALMACENABLE,120
APOSITO DE HIDROCOLOIDE-6,2017,8,Concurso,10,ALMACENABLE,700
APOSITO DE FIBRAS DE POLIACRILATO-3,2017,8,Concurso,0,ALMACENABLE,200
APÓSITO TRANSPARENTE ADHESIVO-24,2018,8,Compra menor,18,ALMACENABLE,1600
APÓSITO ABSORBENTE C/ ADHESIVO-22,2018,8,Concurso,10,ALMACENABLE,1280
APOSITO DE HIDROCOLOIDE-7,2018,8,Concurso,10,ALMACENABLE,65
APOSITO MALLADO C/ PARAFINA-38,2018,8,Concurso,13,ALMACENABLE,1000
APOSITO DE HIDROCOLOIDE-9,2018,8,Compra menor,18,ALMACENABLE,219
APOSITO DE FIBRAS DE POLIACRILATO-3,2018,8,Concurso,10,ALMACENABLE,300
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2020,8,Compra menor,18,TRANSITO,5
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2020,8,Compra menor,4,ALMACENABLE,50
APÓSITO TRANSPARENTE ADHESIVO-20,2020,8,Concurso,4,ALMACENABLE,400
APOSITO C/ CARBON Y PLATA-6,2020,8,Concurso,13,ALMACENABLE,600
APOSITO DE HIDROFIBRA  / CINTA-18,2020,8,Compra menor,4,TRANSITO,10
HIDROGEL-37,2020,8,Concurso,10,ALMACENABLE,280
APOSITO DE ESPUMA POLIURETANO-8,2020,8,Concurso,10,ALMACENABLE,200
APOSITO DE HIDROCOLOIDE-6,2020,8,Concurso,10,ALMACENABLE,610
APOSITO MALLADO C/ PARAFINA-39,2020,8,Concurso,10,ALMACENABLE,200
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2020,8,Concurso,10,ALMACENABLE,150
APOSITO DE HIDROFIBRA  / CINTA-18,2021,8,Compra menor,3,TRANSITO,30
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,2021,8,Compra menor,1,TRANSITO,10
APOSITO DE HIDROCOLOIDE-9,2021,8,Concurso,18,ALMACENABLE,255
APOSITO DE HIDROCOLOIDE-6,2021,8,Concurso,4,ALMACENABLE,20
APOSITO DE HIDROCOLOIDE-6,2021,8,Concurso,10,ALMACENABLE,600
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2021,8,Concurso,0,ALMACENABLE,200
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2021,8,Compra menor,12,TRANSITO,12
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,2021,8,Concurso,0,ALMACENABLE,140
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2021,8,Concurso,0,ALMACENABLE,100
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2022,8,Compra menor,14,TRANSITO,6
APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,2022,8,Concurso,10,ALMACENABLE,360
APOSITO DE HIDROCOLOIDE-9,2022,8,Concurso,18,ALMACENABLE,204
APOSITO DE HIDROCOLOIDE-6,2022,8,Concurso,10,ALMACENABLE,320
APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,2022,8,Concurso,10,ALMACENABLE,100
APOSITO C/ CARBON Y PLATA-4,2022,8,Concurso,18,ALMACENABLE,190
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2022,8,Concurso,10,ALMACENABLE,120
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2022,8,Concurso,14,TRANSITO,80
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2022,8,Concurso,14,TRANSITO,100
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2015,9,Compra menor,18,ALMACENABLE,20
APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,2015,9,Concurso,11,TRANSITO,1050
APOSITO DE HIDROCOLOIDE-3,2015,9,Compra menor,6,ALMACENABLE,60
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2018,9,Compra menor,4,ALMACENABLE,30
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,2018,9,Compra menor,10,ALMACENABLE,180
APÓSITO TRANSPARENTE ADHESIVO-20,2018,9,Compra menor,10,ALMACENABLE,1000
APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,2018,9,Concurso,6,TRANSITO,350
APOSITO DE HIDROFIBRA  / CINTA-18,2018,9,Compra menor,4,TRANSITO,20
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2018,9,Concurso,10,ALMACENABLE,225
APOSITO DE HIDROCOLOIDE-7,2018,9,Concurso,10,ALMACENABLE,60
APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,2018,9,Compra menor,18,ALMACENABLE,4000
APOSITO DE FIBRAS DE POLIACRILATO-3,2018,9,Concurso,18,ALMACENABLE,70
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2018,9,Compra menor,10,ALMACENABLE,80
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2018,9,Compra menor,12,TRANSITO,20
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2018,9,Compra menor,10,TRANSITO,10
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2019,9,Concurso,0,ALMACENABLE,200
HIDROGEL-37,2019,9,Compra menor,0,ALMACENABLE,100
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2019,9,Compra menor,10,TRANSITO,20
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2020,9,Compra menor,12,TRANSITO,12
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2020,9,Compra menor,12,TRANSITO,12
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2020,9,Concurso,12,TRANSITO,10
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2021,9,Compra menor,18,TRANSITO,5
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2021,9,Concurso,13,ALMACENABLE,800
APOSITO DE HIDROFIBRA  / CINTA-18,2021,9,Compra menor,12,TRANSITO,25
APOSITO DE ESPUMA POLIURETANO / SACRO-11,2021,9,Compra menor,10,ALMACENABLE,100
APOSITO DE HIDROFIBRA  / CINTA-18,2016,10,Compra menor,11,TRANSITO,25
APOSITO DE HIDROCOLOIDE C/ PLATA-2,2016,10,Compra menor,11,TRANSITO,160
HIDROGEL-37,2016,10,Compra menor,10,ALMACENABLE,250
APOSITO DE HIDROCOLOIDE-3,2016,10,Concurso,10,ALMACENABLE,280
APOSITO MALLADO C/ PARAFINA-39,2016,10,Concurso,18,ALMACENABLE,240
APOSITO C/ CARBON Y PLATA-4,2016,10,Concurso,18,ALMACENABLE,150
APÓSITO TRANSPARENTE ADHESIVO-24,2017,10,Compra menor,0,ALMACENABLE,1200
APOSITO DE FIBRAS DE POLIACRILATO-3,2017,10,Concurso,18,ALMACENABLE,80
APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,2017,10,Compra menor,10,ALMACENABLE,50
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,2018,10,Compra menor,0,ALMACENABLE,100
HIDROGEL-37,2018,10,Compra menor,0,ALMACENABLE,100
APOSITO DE HIDROCOLOIDE-9,2018,10,Compra menor,18,ALMACENABLE,207
APOSITO DE FIBRAS DE POLIACRILATO-3,2018,10,Concurso,0,ALMACENABLE,160
APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,2018,10,Compra menor,10,ALMACENABLE,30
APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,2018,10,Compra menor,0,ALMACENABLE,40
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2019,10,Compra menor,18,ALMACENABLE,70
HIDROGEL-37,2019,10,Compra menor,10,ALMACENABLE,400
HIDROGEL-37,2019,10,Compra menor,18,ALMACENABLE,70
HIDROGEL-37,2019,10,Compra menor,13,ALMACENABLE,400
APOSITO DE HIDROCOLOIDE-6,2019,10,Concurso,10,ALMACENABLE,700
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2019,10,Compra menor,13,ALMACENABLE,500
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2022,10,Compra menor,12,TRANSITO,2
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2022,10,Compra menor,10,ALMACENABLE,230
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2022,10,Concurso,10,ALMACENABLE,400
APOSITO DE HIDROFIBRA  / CINTA-18,2022,10,Compra menor,14,TRANSITO,10
APOSITO MALLADO C/ PARAFINA-38,2022,10,Concurso,4,ALMACENABLE,320
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2022,10,Concurso,12,TRANSITO,10
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2022,10,Concurso,14,TRANSITO,20
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,2022,10,Compra menor,7,TRANSITO,10
APÓSITO ABSORBENTE C/ ADHESIVO-22,2015,11,Compra menor,18,ALMACENABLE,5120
APOSITO C/ CARBON Y PLATA-6,2015,11,Concurso,13,ALMACENABLE,900
APOSITO DE HIDROFIBRA  / CINTA-18,2015,11,Compra menor,12,TRANSITO,5
APOSITO DE HIDROCOLOIDE-7,2015,11,Compra menor,6,ALMACENABLE,30
APOSITO DE ESPUMA POLIURETANO-8,2015,11,Concurso,6,ALMACENABLE,40
APOSITO DE HIDROCOLOIDE-9,2015,11,Compra menor,0,ALMACENABLE,501
APOSITO MALLADO C/ PARAFINA-39,2015,11,Compra menor,18,ALMACENABLE,300
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,2016,11,Compra menor,10,ALMACENABLE,150
APOSITO DE HIDROCOLOIDE-3,2016,11,Concurso,10,ALMACENABLE,260
APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,2016,11,Compra menor,13,ALMACENABLE,2000
APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,2016,11,Compra menor,18,ALMACENABLE,1000
APÓSITO TRANSPARENTE ADHESIVO-24,2017,11,Compra menor,0,ALMACENABLE,800
APÓSITO TRANSPARENTE ADHESIVO-24,2017,11,Compra menor,4,ALMACENABLE,1200
APOSITO C/ CARBON Y PLATA-6,2017,11,Concurso,10,ALMACENABLE,300
APOSITO DE HIDROCOLOIDE-3,2017,11,Concurso,10,ALMACENABLE,300
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2020,11,Compra menor,4,ALMACENABLE,40
APOSITO DE HIDROCOLOIDE-3,2020,11,Concurso,10,ALMACENABLE,250
HIDROGEL-37,2020,11,Concurso,10,ALMACENABLE,330
APOSITO DE ESPUMA POLIURETANO-8,2020,11,Concurso,10,ALMACENABLE,210
APOSITO DE HIDROCOLOIDE-9,2020,11,Concurso,10,ALMACENABLE,66
APOSITO DE HIDROCOLOIDE-6,2020,11,Concurso,10,ALMACENABLE,610
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2020,11,Concurso,10,ALMACENABLE,210
APOSITO C/ CARBON Y PLATA-4,2020,11,Concurso,18,ALMACENABLE,170
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2020,11,Concurso,10,TRANSITO,20
APOSITO DE HIDROFIBRA  / CINTA-18,2021,11,Compra menor,18,TRANSITO,50
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2021,11,Concurso,10,ALMACENABLE,370
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,2021,11,Concurso,0,ALMACENABLE,100
APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,2022,11,Concurso,18,ALMACENABLE,120
APOSITO MALLADO C/ PARAFINA-38,2022,11,Compra menor,10,ALMACENABLE,210
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2022,11,Concurso,10,ALMACENABLE,530
APOSITO C/ CARBON Y PLATA-4,2022,11,Concurso,18,ALMACENABLE,200
BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,2022,11,Compra menor,11,TRANSITO,40
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2015,12,Compra menor,6,ALMACENABLE,40
APÓSITO ABSORBENTE C/ ADHESIVO-22,2015,12,Compra menor,6,ALMACENABLE,1280
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2015,12,Compra menor,6,ALMACENABLE,240
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2015,12,Compra menor,18,ALMACENABLE,70
HIDROGEL-37,2015,12,Compra menor,6,ALMACENABLE,60
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,2018,12,Compra menor,10,ALMACENABLE,150
HIDROGEL-37,2018,12,Compra menor,10,ALMACENABLE,250
APOSITO DE HIDROCOLOIDE-3,2018,12,Concurso,10,ALMACENABLE,260
APOSITO DE ESPUMA POLIURETANO-8,2018,12,Concurso,10,ALMACENABLE,170
APOSITO MALLADO C/ PARAFINA-38,2018,12,Concurso,13,ALMACENABLE,1000
APOSITO DE HIDROCOLOIDE-6,2018,12,Concurso,10,ALMACENABLE,700
APOSITO DE FIBRAS DE POLIACRILATO-3,2018,12,Concurso,18,ALMACENABLE,100
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2018,12,Compra menor,13,ALMACENABLE,1000
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2018,12,Compra menor,10,TRANSITO,10
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2018,12,Compra menor,5,TRANSITO,50
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2019,12,Compra menor,18,TRANSITO,5
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2019,12,Compra menor,0,ALMACENABLE,100
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,2019,12,Compra menor,10,ALMACENABLE,150
APÓSITO ABSORBENTE C/ ADHESIVO-23,2019,12,Concurso,0,ALMACENABLE,480
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,2019,12,Compra menor,18,TRANSITO,10
APOSITO DE HIDROCOLOIDE-9,2019,12,Compra menor,10,ALMACENABLE,102
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2019,12,Compra menor,10,ALMACENABLE,130
APOSITO ABSORBENTE S/ ADHESIVO-25,2019,12,Compra menor,10,ALMACENABLE,300
APOSITO C/ CARBON Y PLATA-4,2019,12,Concurso,10,ALMACENABLE,100
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2019,12,Compra menor,18,TRANSITO,12
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2019,12,Compra menor,18,TRANSITO,12
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2020,12,Compra menor,11,TRANSITO,2
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2020,12,Compra menor,18,ALMACENABLE,70
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2020,12,Concurso,10,ALMACENABLE,200
APÓSITO ABSORBENTE C/ ADHESIVO-22,2020,12,Concurso,18,ALMACENABLE,3900
APOSITO DE HIDROCOLOIDE-9,2020,12,Concurso,18,ALMACENABLE,243
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2020,12,Compra menor,12,TRANSITO,12
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2021,12,Compra menor,11,TRANSITO,10
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2021,12,Compra menor,11,TRANSITO,2
APÓSITO TRANSPARENTE ADHESIVO-24,2021,12,Concurso,10,ALMACENABLE,1500
APÓSITO ABSORBENTE C/ ADHESIVO-22,2021,12,Concurso,0,ALMACENABLE,600
APOSITO MALLADO C/ PARAFINA-38,2021,12,Concurso,13,ALMACENABLE,500
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2021,12,Concurso,13,ALMACENABLE,1000
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2021,12,Compra menor,12,TRANSITO,24
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2021,12,Compra menor,12,TRANSITO,12
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2021,12,Concurso,10,ALMACENABLE,120
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2021,12,Concurso,5,TRANSITO,30
EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,2021,12,Compra menor,18,TRANSITO,3
APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,2016,1,Compra menor,18,ALMACENABLE,200
APÓSITO ABSORBENTE C/ ADHESIVO-23,2016,1,Compra menor,18,ALMACENABLE,1800
APÓSITO ABSORBENTE C/ ADHESIVO-23,2016,1,Compra menor,0,ALMACENABLE,600
APOSITO C/ CARBON Y PLATA-6,2016,1,Concurso,0,ALMACENABLE,300
APOSITO C/ CARBON Y PLATA-6,2016,1,Concurso,6,ALMACENABLE,300
APOSITO DE HIDROFIBRA  / CINTA-18,2016,1,Compra menor,11,TRANSITO,5
APOSITO DE HIDROFIBRA  / CINTA-18,2016,1,Compra menor,10,TRANSITO,5
HIDROGEL-37,2016,1,Compra menor,10,ALMACENABLE,500
APOSITO MALLADO C/ SILICONA-0,2016,1,Compra menor,0,ALMACENABLE,70
APOSITO DE ESPUMA POLIURETANO-8,2016,1,Concurso,10,ALMACENABLE,170
APOSITO DE ESPUMA POLIURETANO-8,2016,1,Concurso,18,ALMACENABLE,60
APOSITO MALLADO C/ PARAFINA-39,2016,1,Compra menor,18,ALMACENABLE,300
APOSITO C/ CARBON Y PLATA-4,2016,1,Compra menor,10,ALMACENABLE,100
APÓSITO ABSORBENTE C/ ADHESIVO-22,2017,1,Compra menor,4,ALMACENABLE,640
APÓSITO ABSORBENTE C/ ADHESIVO-22,2017,1,Compra menor,6,ALMACENABLE,1280
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2017,1,Concurso,6,ALMACENABLE,170
APOSITO DE ESPUMA POLIURETANO-8,2017,1,Concurso,6,ALMACENABLE,50
APOSITO ABSORBENTE S/ ADHESIVO-25,2017,1,Compra menor,10,ALMACENABLE,400
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2018,1,Compra menor,0,ALMACENABLE,80
APOSITO DE ESPUMA POLIURETANO-8,2018,1,Concurso,4,ALMACENABLE,60
APÓSITO TRANSPARENTE ADHESIVO-24,2019,1,Compra menor,10,ALMACENABLE,1600
APÓSITO ABSORBENTE C/ ADHESIVO-22,2019,1,Concurso,18,ALMACENABLE,3200
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2019,1,Concurso,10,ALMACENABLE,250
HIDROGEL-37,2019,1,Compra menor,0,ALMACENABLE,100
APOSITO DE HIDROCOLOIDE-3,2019,1,Concurso,10,ALMACENABLE,280
APOSITO MALLADO C/ PARAFINA-38,2019,1,Concurso,0,ALMACENABLE,80
APOSITO DE FIBRAS DE POLIACRILATO-3,2019,1,Concurso,0,ALMACENABLE,160
HIDROGEL-37,2021,1,Concurso,4,ALMACENABLE,120
APOSITO DE ESPUMA POLIURETANO-8,2021,1,Concurso,4,ALMACENABLE,120
APOSITO DE HIDROCOLOIDE-9,2021,1,Concurso,4,ALMACENABLE,81
APOSITO DE HIDROCOLOIDE-9,2021,1,Concurso,18,ALMACENABLE,207
APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,2021,1,Compra menor,0,ALMACENABLE,1000
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2021,1,Concurso,10,ALMACENABLE,140
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2021,1,Compra menor,12,TRANSITO,12
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,2021,1,Concurso,10,ALMACENABLE,40
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2021,1,Concurso,4,ALMACENABLE,50
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2022,1,Compra menor,4,ALMACENABLE,40
APOSITO DE ESPUMA POLIURETANO-8,2022,1,Concurso,10,ALMACENABLE,160
APOSITO DE HIDROCOLOIDE-9,2022,1,Concurso,0,ALMACENABLE,1008
APÓSITO TRANSPARENTE ADHESIVO-20,2015,2,Compra menor,4,ALMACENABLE,600
APOSITO DE HIDROCOLOIDE-9,2015,2,Compra menor,0,ALMACENABLE,1002
APOSITO MALLADO C/ PARAFINA-39,2015,2,Compra menor,18,ALMACENABLE,200
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2016,2,Compra menor,10,ALMACENABLE,225
APOSITO DE HIDROCOLOIDE-3,2016,2,Compra menor,10,ALMACENABLE,175
APOSITO DE ESPUMA POLIURETANO-8,2016,2,Compra menor,6,ALMACENABLE,40
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2019,2,Compra menor,12,TRANSITO,5
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2019,2,Concurso,0,ALMACENABLE,100
APÓSITO TRANSPARENTE ADHESIVO-20,2019,2,Compra menor,10,ALMACENABLE,1000
APÓSITO TRANSPARENTE ADHESIVO-24,2019,2,Compra menor,10,ALMACENABLE,2000
APOSITO DE HIDROFIBRA  / CINTA-18,2019,2,Compra menor,18,TRANSITO,50
APOSITO DE HIDROCOLOIDE C/ PLATA-2,2019,2,Compra menor,0,TRANSITO,50
APOSITO DE HIDROCOLOIDE C/ PLATA-2,2019,2,Compra menor,0,TRANSITO,50
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2019,2,Compra menor,12,TRANSITO,12
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,2020,2,Compra menor,1,TRANSITO,5
APOSITO MALLADO C/ PARAFINA-38,2020,2,Compra menor,18,ALMACENABLE,160
APOSITO DE HIDROCOLOIDE-9,2020,2,Compra menor,4,ALMACENABLE,66
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2020,2,Compra menor,10,TRANSITO,10
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,2021,2,Concurso,10,ALMACENABLE,170
APOSITO DE HIDROCOLOIDE-7,2021,2,Concurso,10,ALMACENABLE,60
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,2021,2,Compra menor,18,TRANSITO,10
APOSITO DE ESPUMA POLIURETANO / SACRO-11,2021,2,Compra menor,10,ALMACENABLE,100
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2021,2,Concurso,10,ALMACENABLE,150
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2021,2,Concurso,10,ALMACENABLE,110
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2022,2,Compra menor,18,TRANSITO,10
